Timestamp ,Object,Confidence
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:31,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,bottle,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:32,person,
10/28/2025 22:33,person,
10/28/2025 22:33,person,
10/28/2025 22:33,person,
Time,Detected_Object
2025-10-29 09:46:44,person
2025-10-29 09:46:44,person
2025-10-29 09:46:45,person
2025-10-29 09:46:45,person
2025-10-29 09:46:45,person
2025-10-29 09:46:45,person
2025-10-29 09:46:46,person
2025-10-29 09:46:46,person
2025-10-29 09:46:47,person
2025-10-29 09:46:47,person
2025-10-29 09:46:47,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:48,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:49,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:50,person
2025-10-29 09:46:51,person
2025-10-29 09:46:52,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:54,person
2025-10-29 09:46:55,person
2025-10-29 09:46:57,person
2025-10-29 09:46:57,person
2025-10-29 09:47:02,person
2025-10-29 09:47:03,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:12,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:13,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:14,person
2025-10-29 09:47:15,person
2025-10-29 09:47:15,person
2025-10-29 09:47:15,person
2025-10-29 09:47:15,person
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:18,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:19,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:20,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:21,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:22,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,cell phone
2025-10-29 09:47:23,person
2025-10-29 09:47:23,person
2025-10-29 09:47:24,person
2025-10-29 09:47:25,person
2025-10-29 09:47:55,bottle
2025-10-29 09:47:55,bottle
2025-10-29 09:48:01,bottle
2025-10-29 09:48:01,bottle
2025-10-29 09:48:01,person
2025-10-29 09:48:01,bottle
2025-10-29 09:48:01,person
2025-10-29 09:48:01,person
2025-10-29 09:48:01,person
2025-10-29 09:48:02,person
2025-10-29 09:48:02,person
2025-10-29 09:48:02,person
2025-10-29 09:48:02,person
2025-10-29 09:48:02,cup
2025-10-29 09:48:02,cup
2025-10-29 09:48:02,bottle
2025-10-29 09:48:04,cup
2025-10-29 09:48:05,bottle
2025-10-29 09:48:05,bottle
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:05,cup
2025-10-29 09:48:06,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:07,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:08,cup
2025-10-29 09:48:09,cup
2025-10-29 09:48:09,cup
2025-10-29 09:48:09,cup
2025-10-29 09:48:09,cup
2025-10-29 09:48:09,cup
2025-10-29 09:48:12,bottle
2025-10-29 09:48:19,person
2025-10-29 09:48:19,person
2025-10-29 09:48:19,person
2025-10-29 09:48:38,person
2025-10-29 09:48:38,person
2025-10-29 09:48:39,person
2025-10-29 09:48:39,person
2025-10-29 09:48:39,person
2025-10-29 09:48:39,person
2025-10-29 09:48:39,person
2025-10-29 09:54:49,person,47.23
2025-10-29 09:57:06,person,57.64
2025-10-29 09:57:29,person,62.53
